caseid,task,user,end_timestamp,start_timestamp,Activity,Resource,@@startevent_concept:name,@@startevent_org:resource,@@startevent_Activity,@@startevent_Resource,@@duration
Case43,Turning & Milling,ID0997,2012-02-16 22:57:00.000000,2012-02-16 21:21:00.000000,Turning & Milling,ID0997,Turning & Milling,ID0997,Turning & Milling,ID0997,5760.0
Case43,Turning & Milling,ID4219,2012-02-17 04:03:00.000000,2012-02-16 23:27:00.000000,Turning & Milling,ID4219,Turning & Milling,ID4219,Turning & Milling,ID4219,16560.0
Case43,Turning & Milling Q.C.,ID4618,2012-02-17 15:22:00.000000,2012-02-17 15:11:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,660.0
Case43,Laser Marking,ID0998,2012-02-19 21:43:00.000000,2012-02-19 21:28:00.000000,Laser Marking,ID0998,Laser Marking,ID0998,Laser Marking,ID0998,900.0
Case43,Lapping,ID0998,2012-02-20 17:24:00.000000,2012-02-20 16:48:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,2160.0
Case43,Final Inspection Q.C.,ID4618,2012-02-20 19:11:00.000000,2012-02-20 18:11:00.000000,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,3600.0
Case43,Packing,ID4820,2012-02-21 08:00:00.000000,2012-02-21 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case43,End,End,2012-02-21 08:00:00.000001,2012-02-21 08:00:00.000001,,,,,,,
Case44,Start,Start,2012-02-19 23:28:59.999999,2012-02-19 23:28:59.999999,,,,,,,
Case44,Turn & Mill. & Screw Assem,ID4132,2012-02-20 00:52:00.000000,2012-02-19 23:29:00.000000,Turn & Mill. & Screw Assem,ID4132,Turn & Mill. & Screw Assem,ID4132,Turn & Mill. & Screw Assem,ID4132,4980.0
Case44,Turn & Mill. & Screw Assem,ID4641,2012-02-20 10:15:00.000000,2012-02-20 03:07:00.000000,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,25680.0
Case44,Turn & Mill. & Screw Assem,ID4641,2012-02-20 13:50:00.000000,2012-02-20 10:15:00.000000,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,12900.0
Case44,Turn & Mill. & Screw Assem,ID4132,2012-02-20 18:36:00.000000,2012-02-20 14:07:00.000000,Turn & Mill. & Screw Assem,ID4132,Turn & Mill. & Screw Assem,ID4132,Turn & Mill. & Screw Assem,ID4132,16140.0
Case44,Turn & Mill. & Screw Assem,ID4132,2012-02-21 01:00:00.000000,2012-02-20 20:32:00.000000,Turn & Mill. & Screw Assem,ID4132,Turn & Mill. & Screw Assem,ID4132,Turn & Mill. & Screw Assem,ID4132,16080.0
Case44,Turn & Mill. & Screw Assem,ID4641,2012-02-21 13:34:00.000000,2012-02-21 03:39:00.000000,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,35700.0
Case44,Turn & Mill. & Screw Assem,ID4932,2012-02-22 00:52:00.000000,2012-02-21 13:46:00.000000,Turn & Mill. & Screw Assem,ID4932,Turn & Mill. & Screw Assem,ID4932,Turn & Mill. & Screw Assem,ID4932,39960.0
Case44,Turn & Mill. & Screw Assem,ID4641,2012-02-22 13:34:00.000000,2012-02-22 04:32:00.000000,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,32520.0
Case44,Turn & Mill. & Screw Assem,ID4932,2012-02-22 22:57:00.000000,2012-02-22 13:54:00.000000,Turn & Mill. & Screw Assem,ID4932,Turn & Mill. & Screw Assem,ID4932,Turn & Mill. & Screw Assem,ID4932,32580.0
Case44,Turning & Milling Q.C.,ID4618,2012-02-22 14:26:00.000000,2012-02-22 14:17:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,540.0
Case44,Turn & Mill. & Screw Assem,ID4641,2012-02-23 13:41:00.000000,2012-02-23 03:21:00.000000,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,37200.0
Case44,Turn & Mill. & Screw Assem,ID4132,2012-02-26 22:57:00.000000,2012-02-26 20:26:00.000000,Turn & Mill. & Screw Assem,ID4132,Turn & Mill. & Screw Assem,ID4132,Turn & Mill. & Screw Assem,ID4132,9060.0
Case44,Turning & Milling Q.C.,ID4287,2012-02-26 22:31:00.000000,2012-02-26 21:00:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,5460.0
Case44,Turn & Mill. & Screw Assem,ID3846,2012-02-27 00:21:00.000000,2012-02-26 22:59:00.000000,Turn & Mill. & Screw Assem,ID3846,Turn & Mill. & Screw Assem,ID3846,Turn & Mill. & Screw Assem,ID3846,4920.0
Case44,Turn & Mill. & Screw Assem,ID3846,2012-02-27 06:47:00.000000,2012-02-27 00:22:00.000000,Turn & Mill. & Screw Assem,ID3846,Turn & Mill. & Screw Assem,ID3846,Turn & Mill. & Screw Assem,ID3846,23100.0
Case44,Turn & Mill. & Screw Assem,ID4932,2012-02-27 13:49:00.000000,2012-02-27 06:48:00.000000,Turn & Mill. & Screw Assem,ID4932,Turn & Mill. & Screw Assem,ID4932,Turn & Mill. & Screw Assem,ID4932,25260.0
Case44,Turn & Mill. & Screw Assem,ID4132,2012-02-27 23:00:00.000000,2012-02-27 14:03:00.000000,Turn & Mill. & Screw Assem,ID4132,Turn & Mill. & Screw Assem,ID4132,Turn & Mill. & Screw Assem,ID4132,32220.0
Case44,Turning & Milling Q.C.,ID4287,2012-02-27 17:30:00.000000,2012-02-27 16:00:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,5400.0
Case44,Lapping,ID4882,2012-02-28 08:15:00.000000,2012-02-28 07:00:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,4500.0
Case44,Turn & Mill. & Screw Assem,ID4287,2012-02-28 22:46:00.000000,2012-02-28 14:10:00.000000,Turn & Mill. & Screw Assem,ID4287,Turn & Mill. & Screw Assem,ID4287,Turn & Mill. & Screw Assem,ID4287,30960.0
Case44,Laser Marking,ID4882,2012-02-28 22:23:00.000000,2012-02-28 21:08:00.000000,Laser Marking,ID4882,Laser Marking,ID4882,Laser Marking,ID4882,4500.0
Case44,Turn & Mill. & Screw Assem,ID4132,2012-02-29 00:40:00.000000,2012-02-28 21:31:00.000000,Turn & Mill. & Screw Assem,ID4132,Turn & Mill. & Screw Assem,ID4132,Turn & Mill. & Screw Assem,ID4132,11340.0
Case44,Turn & Mill. & Screw Assem,ID4932,2012-02-29 13:53:00.000000,2012-02-29 02:56:00.000000,Turn & Mill. & Screw Assem,ID4932,Turn & Mill. & Screw Assem,ID4932,Turn & Mill. & Screw Assem,ID4932,39420.0
Case44,Packing,ID4820,2012-02-29 08:00:00.000000,2012-02-29 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case44,Lapping,ID0420,2012-02-29 12:16:00.000000,2012-02-29 08:10:00.000000,Lapping,ID0420,Lapping,ID0420,Lapping,ID0420,14760.0
Case44,Final Inspection Q.C.,ID4287,2012-02-29 19:50:00.000000,2012-02-29 18:26:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,5040.0
Case44,Laser Marking,ID4882,2012-02-29 19:45:00.000000,2012-02-29 18:30:00.000000,Laser Marking,ID4882,Laser Marking,ID4882,Laser Marking,ID4882,4500.0
Case44,Laser Marking,ID4882,2012-02-29 19:46:00.000000,2012-02-29 18:31:00.000000,Laser Marking,ID4882,Laser Marking,ID4882,Laser Marking,ID4882,4500.0
Case44,Turn & Mill. & Screw Assem,ID4641,2012-02-29 22:28:00.000000,2012-02-29 21:02:00.000000,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,5160.0
Case44,Turning & Milling Q.C.,ID4287,2012-03-01 15:40:00.000000,2012-03-01 14:03:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,5820.0
Case44,Laser Marking,ID4882,2012-03-04 19:50:00.000000,2012-03-04 18:44:00.000000,Laser Marking,ID4882,Laser Marking,ID4882,Laser Marking,ID4882,3960.0
Case44,Lapping,ID4882,2012-03-06 08:15:00.000000,2012-03-06 07:00:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,4500.0
Case44,Lapping,ID4882,2012-03-07 08:15:00.000000,2012-03-07 07:00:00.000000,Lapping,ID4882,Lapping,ID4882,Lapping,ID4882,4500.0
Case44,Final Inspection Q.C.,ID4287,2012-03-11 22:55:00.000000,2012-03-11 22:00:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,3300.0
Case44,Lapping,ID0998,2012-03-12 00:38:00.000000,2012-03-11 22:08:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,9000.0
Case44,Final Inspection Q.C.,ID4287,2012-03-12 21:00:00.000000,2012-03-12 18:20:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,9600.0
Case44,Packing,ID4820,2012-03-15 08:00:00.000000,2012-03-15 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case44,Packing,ID4820,2012-03-16 08:00:00.000000,2012-03-16 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case44,End,End,2012-03-16 08:00:00.000001,2012-03-16 08:00:00.000001,,,,,,,
Case45,Start,Start,2012-03-20 21:21:59.999999,2012-03-20 21:21:59.999999,,,,,,,
Case45,Turning & Milling,ID4794,2012-03-21 03:05:00.000000,2012-03-20 21:22:00.000000,Turning & Milling,ID4794,Turning & Milling,ID4794,Turning & Milling,ID4794,20580.0
Case45,Turning & Milling,ID4529,2012-03-21 06:19:00.000000,2012-03-21 03:07:00.000000,Turning & Milling,ID4529,Turning & Milling,ID4529,Turning & Milling,ID4529,11520.0
Case45,Turning & Milling,ID4529,2012-03-21 10:23:00.000000,2012-03-21 06:21:00.000000,Turning & Milling,ID4529,Turning & Milling,ID4529,Turning & Milling,ID4529,14520.0
Case45,Turning & Milling Q.C.,ID4618,2012-03-21 17:03:00.000000,2012-03-21 14:09:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,10440.0
Case45,Fix,ID0997,2012-03-26 23:57:00.000000,2012-03-26 22:21:00.000000,Fix,ID0997,Fix,ID0997,Fix,ID0997,5760.0
Case45,Turning & Milling Q.C.,ID4618,2012-03-28 15:31:00.000000,2012-03-28 14:53:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,2280.0
Case45,Turning & Milling Q.C.,ID4618,2012-03-28 16:08:00.000000,2012-03-28 14:54:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,4440.0
Case45,End,End,2012-03-28 16:08:00.000001,2012-03-28 16:08:00.000001,,,,,,,
Case46,Start,Start,2012-01-29 06:59:59.999999,2012-01-29 06:59:59.999999,,,,,,,
Case46,Turning & Milling,ID4429,2012-01-29 08:15:00.000000,2012-01-29 07:00:00.000000,Turning & Milling,ID4429,Turning & Milling,ID4429,Turning & Milling,ID4429,4500.0
Case46,Turning & Milling,ID4529,2012-01-31 22:57:00.000000,2012-01-31 16:30:00.000000,Turning & Milling,ID4529,Turning & Milling,ID4529,Turning & Milling,ID4529,23220.0
Case46,Turning & Milling,ID4429,2012-02-01 03:06:00.000000,2012-02-01 00:01:00.000000,Turning & Milling,ID4429,Turning & Milling,ID4429,Turning & Milling,ID4429,11100.0
Case46,Turning & Milling,ID4794,2012-02-01 05:40:00.000000,2012-02-01 03:04:00.000000,Turning & Milling,ID4794,Turning & Milling,ID4794,Turning & Milling,ID4794,9360.0
Case46,Turning & Milling,ID4794,2012-02-01 10:21:00.000000,2012-02-01 05:41:00.000000,Turning & Milling,ID4794,Turning & Milling,ID4794,Turning & Milling,ID4794,16800.0
Case46,Turning & Milling Q.C.,ID4287,2012-02-01 18:11:00.000000,2012-02-01 16:16:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,6900.0
Case46,Lapping,ID0998,2012-02-01 21:50:00.000000,2012-02-01 21:50:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,0.0
Case46,Laser Marking,ID0998,2012-02-01 23:05:00.000000,2012-02-01 21:50:00.000000,Laser Marking,ID0998,Laser Marking,ID0998,Laser Marking,ID0998,4500.0
Case46,Final Inspection Q.C.,ID4287,2012-02-01 22:56:00.000000,2012-02-01 22:03:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,3180.0
Case46,Final Inspection Q.C.,ID4287,2012-02-02 14:01:00.000000,2012-02-02 13:49:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,720.0
Case46,Packing,ID4820,2012-02-03 08:00:00.000000,2012-02-03 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case46,End,End,2012-02-03 08:00:00.000001,2012-02-03 08:00:00.000001,,,,,,,
Case47,Start,Start,2012-03-05 14:53:59.999999,2012-03-05 14:53:59.999999,,,,,,,
Case47,Turning & Milling,ID4219,2012-03-05 20:29:00.000000,2012-03-05 14:54:00.000000,Turning & Milling,ID4219,Turning & Milling,ID4219,Turning & Milling,ID4219,20100.0
Case47,Turning & Milling,ID4219,2012-03-05 21:42:00.000000,2012-03-05 20:30:00.000000,Turning & Milling,ID4219,Turning & Milling,ID4219,Turning & Milling,ID4219,4320.0
Case47,Turning & Milling Q.C.,ID4618,2012-03-05 21:50:00.000000,2012-03-05 21:30:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,1200.0
Case47,Turning & Milling,ID4219,2012-03-05 23:44:00.000000,2012-03-05 21:42:00.000000,Turning & Milling,ID4219,Turning & Milling,ID4219,Turning & Milling,ID4219,7320.0
Case47,Turning & Milling,ID4219,2012-03-06 06:59:00.000000,2012-03-06 06:00:00.000000,Turning & Milling,ID4219,Turning & Milling,ID4219,Turning & Milling,ID4219,3540.0
Case47,Turning & Milling,ID4219,2012-03-06 08:00:00.000000,2012-03-06 06:59:00.000000,Turning & Milling,ID4219,Turning & Milling,ID4219,Turning & Milling,ID4219,3660.0
Case47,Turning & Milling Q.C.,ID4618,2012-03-07 14:12:00.000000,2012-03-07 13:54:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,1080.0
Case47,Laser Marking,ID4882,2012-03-15 21:03:00.000000,2012-03-15 21:00:00.000000,Laser Marking,ID4882,Laser Marking,ID4882,Laser Marking,ID4882,180.0
Case47,Flat Grinding,ID0998,2012-03-16 19:26:00.000000,2012-03-16 18:40:00.000000,Flat Grinding,ID0998,Flat Grinding,ID0998,Flat Grinding,ID0998,2760.0
Case47,Lapping,ID0998,2012-03-16 20:41:00.000000,2012-03-16 19:26:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,4500.0
Case47,Round Grinding,ID4355,2012-03-21 12:00:00.000000,2012-03-21 10:00:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,7200.0
Case47,Final Inspection Q.C.,ID4618,2012-03-21 23:26:00.000000,2012-03-21 17:16:00.000000,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,22200.0
Case47,Packing,ID4820,2012-03-22 08:00:00.000000,2012-03-22 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case47,End,End,2012-03-22 08:00:00.000001,2012-03-22 08:00:00.000001,,,,,,,
Case48,Start,Start,2012-01-31 15:26:59.999999,2012-01-31 15:26:59.999999,,,,,,,
Case48,Turning & Milling,ID4167,2012-01-31 23:08:00.000000,2012-01-31 15:27:00.000000,Turning & Milling,ID4167,Turning & Milling,ID4167,Turning & Milling,ID4167,27660.0
Case48,Turning & Milling,ID4932,2012-02-01 06:55:00.000000,2012-02-01 02:48:00.000000,Turning & Milling,ID4932,Turning & Milling,ID4932,Turning & Milling,ID4932,14820.0
Case48,Turning & Milling,ID4932,2012-02-01 13:43:00.000000,2012-02-01 06:56:00.000000,Turning & Milling,ID4932,Turning & Milling,ID4932,Turning & Milling,ID4932,24420.0
Case48,Turning & Milling Q.C.,ID4287,2012-02-01 15:40:00.000000,2012-02-01 14:00:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,6000.0
Case48,Turning & Milling,ID4167,2012-02-01 18:28:00.000000,2012-02-01 16:00:00.000000,Turning & Milling,ID4167,Turning & Milling,ID4167,Turning & Milling,ID4167,8880.0
Case48,Turning & Milling Q.C.,ID4287,2012-02-01 21:33:00.000000,2012-02-01 20:50:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,2580.0
Case48,Laser Marking,ID0998,2012-02-01 22:24:00.000000,2012-02-01 21:56:00.000000,Laser Marking,ID0998,Laser Marking,ID0998,Laser Marking,ID0998,1680.0
Case48,Lapping,ID0998,2012-02-02 00:07:00.000000,2012-02-01 22:24:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,6180.0
Case48,Round Grinding,ID4528,2012-02-02 06:34:00.000000,2012-02-02 01:18:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,18960.0
Case48,Round Grinding,ID4872,2012-02-02 21:33:00.000000,2012-02-02 14:24:00.000000,Round Grinding,ID4872,Round Grinding,ID4872,Round Grinding,ID4872,25740.0
Case48,Round Grinding,ID4528,2012-02-03 06:53:00.000000,2012-02-03 02:02:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,17460.0
Case48,Round Grinding,ID4872,2012-02-03 18:54:00.000000,2012-02-03 13:47:00.000000,Round Grinding,ID4872,Round Grinding,ID4872,Round Grinding,ID4872,18420.0
Case48,Round Grinding,ID4355,2012-02-03 19:55:00.000000,2012-02-03 16:51:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,11040.0
Case48,Round Grinding,ID4385,2012-02-05 17:15:00.000000,2012-02-05 16:09:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,3960.0
Case48,Round Grinding,ID4385,2012-02-05 19:15:00.000000,2012-02-05 16:11:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,11040.0
Case48,Round Grinding,ID4872,2012-02-06 00:12:00.000000,2012-02-05 17:17:00.000000,Round Grinding,ID4872,Round Grinding,ID4872,Round Grinding,ID4872,24900.0
Case48,Round Grinding,ID4872,2012-02-06 00:48:00.000000,2012-02-05 21:04:00.000000,Round Grinding,ID4872,Round Grinding,ID4528,Round Grinding,ID4528,13440.0
Case48,Round Grinding,ID4528,2012-02-06 00:48:00.000000,2012-02-05 23:00:00.000000,Round Grinding,ID4528,Round Grinding,ID4872,Round Grinding,ID4872,6480.0
Case48,Round Grinding,ID4385,2012-02-06 00:55:00.000000,2012-02-06 00:13:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,2520.0
Case48,Round Grinding,ID4355,2012-02-06 06:42:00.000000,2012-02-06 00:48:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,21240.0
Case48,Round Grinding,ID4872,2012-02-06 06:44:00.000000,2012-02-06 03:04:00.000000,Round Grinding,ID4872,Round Grinding,ID4872,Round Grinding,ID4872,13200.0
Case48,Round Grinding,ID4528,2012-02-06 22:47:00.000000,2012-02-06 13:59:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,31680.0
Case48,Round Grinding,ID4872,2012-02-06 23:46:00.000000,2012-02-06 17:06:00.000000,Round Grinding,ID4872,Round Grinding,ID4872,Round Grinding,ID4872,24000.0
Case48,Packing,ID4491,2012-02-07 08:00:00.000000,2012-02-07 07:00:00.000000,Packing,ID4491,Packing,ID4491,Packing,ID4491,3600.0
Case48,Final Inspection Q.C.,ID4493,2012-02-07 18:47:00.000000,2012-02-07 13:47:00.000000,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,18000.0
Case48,Round Grinding,ID4528,2012-02-07 20:37:00.000000,2012-02-07 14:08:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,23340.0
Case48,Packing,ID4820,2012-02-13 08:00:00.000000,2012-02-13 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case48,Final Inspection Q.C.,ID4493,2012-02-13 16:27:00.000000,2012-02-13 13:53:00.000000,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,9240.0
Case48,Grinding Rework,ID4528,2012-03-07 17:30:00.000000,2012-03-07 14:15:00.000000,Grinding Rework,ID4528,Grinding Rework,ID4528,Grinding Rework,ID4528,11700.0
Case48,Packing,ID4820,2012-03-08 08:00:00.000000,2012-03-08 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case48,Final Inspection Q.C.,ID4493,2012-03-08 20:42:00.000000,2012-03-08 19:27:00.000000,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,4500.0
Case48,End,End,2012-03-08 20:42:00.000001,2012-03-08 20:42:00.000001,,,,,,,
Case49,Start,Start,2012-03-01 14:18:59.999999,2012-03-01 14:18:59.999999,,,,,,,
Case49,Turning & Milling,ID0997,2012-03-01 23:00:00.000000,2012-03-01 14:19:00.000000,Turning & Milling,ID0997,Turning & Milling,ID0997,Turning & Milling,ID0997,31260.0
Case49,Turning & Milling Q.C.,ID4163,2012-03-01 23:10:00.000000,2012-03-01 22:05:00.000000,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,3900.0
Case49,Turning & Milling,ID0997,2012-03-02 18:35:00.000000,2012-03-02 15:32:00.000000,Turning & Milling,ID0997,Turning & Milling,ID0997,Turning & Milling,ID0997,10980.0
Case49,Turning & Milling,ID0937,2012-03-04 08:15:00.000000,2012-03-04 07:00:00.000000,Turning & Milling,ID0937,Turning & Milling,ID0937,Turning & Milling,ID0937,4500.0
Case49,Turning & Milling Q.C.,ID4618,2012-03-04 18:37:00.000000,2012-03-04 16:46:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,6660.0
Case49,Flat Grinding,ID4872,2012-03-09 06:35:00.000000,2012-03-09 05:55:00.000000,Flat Grinding,ID4872,Flat Grinding,ID4872,Flat Grinding,ID4872,2400.0
Case49,Turning & Milling Q.C.,ID4618,2012-03-09 19:57:00.000000,2012-03-09 18:00:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,7020.0
Case49,Laser Marking,ID0998,2012-03-15 19:23:00.000000,2012-03-15 18:58:00.000000,Laser Marking,ID0998,Laser Marking,ID0998,Laser Marking,ID0998,1500.0
Case49,Lapping,ID0998,2012-03-15 22:46:00.000000,2012-03-15 21:31:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,4500.0
Case49,Packing,ID4820,2012-03-16 08:00:00.000000,2012-03-16 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case49,Final Inspection Q.C.,ID4618,2012-03-16 15:33:00.000000,2012-03-16 15:00:00.000000,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,1980.0
Case49,End,End,2012-03-16 15:33:00.000001,2012-03-16 15:33:00.000001,,,,,,,
Case5,Start,Start,2012-03-30 14:16:59.999999,2012-03-30 14:16:59.999999,,,,,,,
Case5,Turning & Milling,ID0997,2012-03-30 19:14:00.000000,2012-03-30 14:17:00.000000,Turning & Milling,ID0997,Turning & Milling,ID0997,Turning & Milling,ID0997,17820.0
Case5,Turning & Milling,ID0997,2012-03-30 19:43:00.000000,2012-03-30 19:14:00.000000,Turning & Milling,ID0997,Turning & Milling,ID0997,Turning & Milling,ID0997,1740.0
Case5,End,End,2012-03-30 19:43:00.000001,2012-03-30 19:43:00.000001,,,,,,,
Case50,Start,Start,2012-03-02 18:34:59.999999,2012-03-02 18:34:59.999999,,,,,,,
Case50,Turning & Milling,ID0997,2012-03-02 18:36:00.000000,2012-03-02 18:35:00.000000,Turning & Milling,ID0997,Turning & Milling,ID0997,Turning & Milling,ID0997,60.0
Case50,Turning & Milling,ID0997,2012-03-02 19:29:00.000000,2012-03-02 18:36:00.000000,Turning & Milling,ID0997,Turning & Milling,ID0997,Turning & Milling,ID0997,3180.0
Case50,Turning & Milling,ID0997,2012-03-05 09:08:00.000000,2012-03-05 03:20:00.000000,Turning & Milling,ID0997,Turning & Milling,ID0997,Turning & Milling,ID0997,20880.0
Case50,Turning & Milling,ID0997,2012-03-05 11:35:00.000000,2012-03-05 09:09:00.000000,Turning & Milling,ID0997,Turning & Milling,ID0997,Turning & Milling,ID0997,8760.0
Case50,Turning & Milling Q.C.,ID4618,2012-03-05 18:09:00.000000,2012-03-05 15:21:00.000000,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,Turning & Milling Q.C.,ID4618,10080.0
Case50,Lapping,ID0998,2012-03-16 16:24:00.000000,2012-03-16 16:24:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,0.0
Case50,Laser Marking,ID0998,2012-03-16 17:39:00.000000,2012-03-16 16:24:00.000000,Laser Marking,ID0998,Laser Marking,ID0998,Laser Marking,ID0998,4500.0
Case50,Packing,ID4820,2012-03-19 08:00:00.000000,2012-03-19 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case50,Final Inspection Q.C.,ID4618,2012-03-19 16:56:00.000000,2012-03-19 14:34:00.000000,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,8520.0
Case50,End,End,2012-03-19 16:56:00.000001,2012-03-19 16:56:00.000001,,,,,,,
Case52,Start,Start,2012-02-09 12:08:59.999999,2012-02-09 12:08:59.999999,,,,,,,
Case52,Turning & Milling,ID0997,2012-02-09 13:36:00.000000,2012-02-09 12:09:00.000000,Turning & Milling,ID0997,Turning & Milling,ID0997,Turning & Milling,ID0997,5220.0
Case52,Turning & Milling,ID4219,2012-02-21 22:38:00.000000,2012-02-21 20:28:00.000000,Turning & Milling,ID4219,Turning & Milling,ID4219,Turning & Milling,ID4219,7800.0
Case52,Turning & Milling,ID4219,2012-02-22 00:11:00.000000,2012-02-21 22:39:00.000000,Turning & Milling,ID4219,Turning & Milling,ID4219,Turning & Milling,ID4219,5520.0
