Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,concept:name,lifecycle:transition,org:resource,type_task
116306,Validar solicitud,1707,2016/05/02 20:10:48.000,2016/05/02 20:15:55.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,1707,ManualState
116306,Homologacion por grupo de cursos,15930,2016/05/03 17:07:48.000,2016/05/03 17:45:07.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,15930,SubProcessMultiInstance
116306,End,End,2016/05/03 17:45:07.000,2016/05/03 17:45:07.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116307,Start,Start,2016/05/02 20:10:59.000,2016/05/02 20:10:59.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
116307,Traer informacion estudiante - banner,9187,2016/05/02 20:10:59.000,2016/05/02 20:10:59.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,9187,AutoState
116307,Radicar Solicitud Homologacion,9187,2016/05/02 20:11:00.000,2016/05/02 20:11:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,9187,ManualState
116307,Cancelar Solicitud,9187,2016/05/02 20:15:18.000,2016/05/02 20:15:18.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,9187,Event
116307,Notificacion estudiante cancelacion soli,9187,2016/05/02 20:16:41.000,2016/05/02 20:16:41.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,9187,AutoState
116307,End,End,2016/05/02 20:16:41.000,2016/05/02 20:16:41.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
116308,Start,Start,2016/05/02 20:16:52.000,2016/05/02 20:16:52.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116308,Traer informacion estudiante - banner,9187,2016/05/02 20:16:52.000,2016/05/02 20:16:52.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,9187,AutoState
116308,Radicar Solicitud Homologacion,9187,2016/05/02 20:16:53.000,2016/05/02 20:16:53.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,9187,ManualState
116308,Validar solicitud,1707,2016/05/02 20:18:18.000,2016/05/02 20:23:27.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,1707,ManualState
116308,Homologacion por grupo de cursos,15930,2016/05/03 17:09:34.000,2016/05/03 17:46:52.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,15930,SubProcessMultiInstance
116308,End,End,2016/05/03 17:46:52.000,2016/05/03 17:46:52.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116309,Start,Start,2016/05/02 21:01:04.000,2016/05/02 21:01:04.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116309,Traer informacion estudiante - banner,2045,2016/05/02 21:01:04.000,2016/05/02 21:01:04.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,2045,AutoState
116309,Radicar Solicitud Homologacion,2045,2016/05/02 21:01:07.000,2016/05/02 21:01:07.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,2045,ManualState
116309,Validar solicitud,22475,2016/05/02 21:40:07.000,2016/05/02 21:41:51.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,22475,ManualState
116309,Homologacion por grupo de cursos,1343,2016/05/02 23:44:13.000,2016/05/03 01:25:40.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1343,SubProcessMultiInstance
116309,End,End,2016/05/03 01:25:40.000,2016/05/03 01:25:40.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116312,Start,Start,2016/05/03 00:14:12.000,2016/05/03 00:14:12.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
116312,Traer informacion estudiante - banner,15315,2016/05/03 00:14:12.000,2016/05/03 00:14:12.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,15315,AutoState
116312,Radicar Solicitud Homologacion,15315,2016/05/03 00:14:15.000,2016/05/03 00:14:28.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,15315,ManualState
116312,Cancelar Solicitud,6694,2016/05/03 00:28:04.000,2016/05/03 00:37:35.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,6694,Event
116312,Notificacion estudiante cancelacion soli,6694,2016/05/04 15:21:49.000,2016/05/04 15:21:49.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,6694,AutoState
116312,End,End,2016/05/04 15:21:49.000,2016/05/04 15:21:49.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
116352,Start,Start,2016/05/03 04:13:49.000,2016/05/03 04:13:49.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116352,Traer informacion estudiante - banner,19811,2016/05/03 04:13:49.000,2016/05/03 04:13:49.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,19811,AutoState
116352,Radicar Solicitud Homologacion,19811,2016/05/03 04:13:50.000,2016/05/03 04:13:50.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,19811,ManualState
116352,Validar solicitud,22404,2016/05/03 04:49:24.000,2016/05/03 05:16:07.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,22404,ManualState
116352,Homologacion por grupo de cursos,4560,2016/05/06 18:43:21.000,2016/05/06 20:28:13.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,4560,SubProcessMultiInstance
116352,End,End,2016/05/06 20:28:13.000,2016/05/06 20:28:13.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116401,Start,Start,2016/05/03 15:35:40.000,2016/05/03 15:35:40.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Start,complete,Start,Start
116401,Traer informacion estudiante - banner,10176,2016/05/03 15:35:40.000,2016/05/03 15:35:40.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Traer informacion estudiante - banner,complete,10176,AutoState
116401,Radicar Solicitud Homologacion,10176,2016/05/03 15:35:48.000,2016/05/03 15:35:48.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Radicar Solicitud Homologacion,complete,10176,ManualState
116401,Notificacion estudiante cancelacion soli,22475,2016/05/03 15:38:13.000,2016/05/03 15:38:13.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Notificacion estudiante cancelacion soli,complete,22475,AutoState
116401,Cancelar Solicitud,22475,2016/05/03 15:41:00.000,2016/05/03 15:41:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Cancelar Solicitud,complete,22475,Event
116401,End,End,2016/05/03 15:41:00.000,2016/05/03 15:41:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,End,complete,End,End
116402,Start,Start,2016/05/03 15:37:08.000,2016/05/03 15:37:08.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Start,complete,Start,Start
116402,Notificacion estudiante cancelacion soli,22475,2016/05/03 15:37:08.000,2016/05/03 15:37:08.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Notificacion estudiante cancelacion soli,complete,22475,AutoState
116402,Traer informacion estudiante - banner,10176,2016/05/03 15:42:56.000,2016/05/03 15:42:56.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Traer informacion estudiante - banner,complete,10176,AutoState
116402,Radicar Solicitud Homologacion,10176,2016/05/03 15:42:57.000,2016/05/03 15:42:57.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Radicar Solicitud Homologacion,complete,10176,ManualState
116402,Cancelar Solicitud,22475,2016/05/03 15:46:35.000,2016/05/03 15:46:35.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Cancelar Solicitud,complete,22475,Event
116402,End,End,2016/05/03 15:46:35.000,2016/05/03 15:46:35.000,Variant 10,10,Fluxicon Disco,Variant 10,10,End,complete,End,End
116411,Start,Start,2016/05/03 19:36:54.000,2016/05/03 19:36:54.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116411,Traer informacion estudiante - banner,22940,2016/05/03 19:36:54.000,2016/05/03 19:36:54.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,22940,AutoState
116411,Radicar Solicitud Homologacion,22940,2016/05/03 19:36:55.000,2016/05/03 19:37:10.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,22940,ManualState
116411,Validar solicitud,18929,2016/05/03 19:52:43.000,2016/05/03 21:04:50.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,18929,ManualState
116411,Homologacion por grupo de cursos,957,2016/05/17 21:01:53.000,2016/05/17 22:31:55.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,957,SubProcessMultiInstance
116411,End,End,2016/05/17 22:31:55.000,2016/05/17 22:31:55.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116415,Start,Start,2016/05/04 00:10:51.000,2016/05/04 00:10:51.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116415,Traer informacion estudiante - banner,11557,2016/05/04 00:10:51.000,2016/05/04 00:10:51.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,11557,AutoState
116415,Radicar Solicitud Homologacion,11557,2016/05/04 00:10:52.000,2016/05/04 00:11:05.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,11557,ManualState
116415,Validar solicitud,186,2016/05/04 00:24:18.000,2016/05/04 00:49:53.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,186,ManualState
116415,Homologacion por grupo de cursos,26788,2016/05/10 04:16:16.000,2016/05/10 08:32:16.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,26788,SubProcessMultiInstance
116415,End,End,2016/05/10 08:32:16.000,2016/05/10 08:32:16.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116455,Start,Start,2016/05/03 16:24:49.000,2016/05/03 16:24:49.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
116455,Traer informacion estudiante - banner,7573,2016/05/03 16:24:49.000,2016/05/03 16:24:49.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,7573,AutoState
116455,Radicar Solicitud Homologacion,7573,2016/05/03 16:24:50.000,2016/05/03 16:24:58.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,7573,ManualState
116455,Cancelar Solicitud,241,2016/05/03 16:33:49.000,2016/05/03 17:21:15.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,241,Event
116455,Notificacion estudiante cancelacion soli,241,2016/05/12 03:49:51.000,2016/05/12 03:49:51.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,241,AutoState
116455,End,End,2016/05/12 03:49:51.000,2016/05/12 03:49:51.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
116456,Start,Start,2016/05/03 18:21:42.000,2016/05/03 18:21:42.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116456,Traer informacion estudiante - banner,2735,2016/05/03 18:21:42.000,2016/05/03 18:21:42.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,2735,AutoState
116456,Radicar Solicitud Homologacion,2735,2016/05/03 18:21:46.000,2016/05/03 18:23:24.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,2735,ManualState
116456,Validar solicitud,2292,2016/05/03 21:10:14.000,2016/05/03 21:10:40.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,2292,ManualState
116456,Homologacion por grupo de cursos,7387,2016/05/03 22:26:21.000,2016/05/03 23:34:39.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,7387,SubProcessMultiInstance
116456,End,End,2016/05/03 23:34:39.000,2016/05/03 23:34:39.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116457,Start,Start,2016/05/03 19:41:16.000,2016/05/03 19:41:16.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Start,complete,Start,Start
116457,Traer informacion estudiante - banner,12532,2016/05/03 19:41:16.000,2016/05/03 19:41:16.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Traer informacion estudiante - banner,complete,12532,AutoState
116457,Radicar Solicitud Homologacion,12532,2016/05/03 19:41:18.000,2016/05/03 19:41:21.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Radicar Solicitud Homologacion,complete,12532,ManualState
116457,Cancelar Solicitud,12532,2016/05/03 19:44:27.000,2016/05/03 20:48:42.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Cancelar Solicitud,complete,12532,Event
116457,Validar solicitud,19019,2016/05/03 19:44:27.000,2016/05/03 19:50:26.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Validar solicitud,complete,19019,ManualState
116457,Notificacion estudiante cancelacion soli,12532,2016/05/16 21:41:19.000,2016/05/16 21:41:19.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Notificacion estudiante cancelacion soli,complete,12532,AutoState
116457,End,End,2016/05/16 21:41:19.000,2016/05/16 21:41:19.000,Variant 7,7,Fluxicon Disco,Variant 7,7,End,complete,End,End
116459,Start,Start,2016/05/03 20:01:58.000,2016/05/03 20:01:58.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116459,Traer informacion estudiante - banner,10176,2016/05/03 20:01:58.000,2016/05/03 20:01:58.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,10176,AutoState
116459,Radicar Solicitud Homologacion,10176,2016/05/03 20:01:59.000,2016/05/03 20:01:59.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,10176,ManualState
116459,Validar solicitud,22475,2016/05/03 20:11:23.000,2016/05/03 20:11:42.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,22475,ManualState
116459,Homologacion por grupo de cursos,22475,2016/05/03 22:19:41.000,2016/05/03 23:41:46.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,22475,SubProcessMultiInstance
116459,End,End,2016/05/03 23:41:46.000,2016/05/03 23:41:46.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116461,Start,Start,2016/05/03 20:17:57.000,2016/05/03 20:17:57.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116461,Traer informacion estudiante - banner,10176,2016/05/03 20:17:57.000,2016/05/03 20:17:57.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,10176,AutoState
116461,Radicar Solicitud Homologacion,10176,2016/05/03 20:17:59.000,2016/05/03 20:17:59.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,10176,ManualState
116461,Validar solicitud,22475,2016/05/03 20:21:56.000,2016/05/03 20:22:19.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,22475,ManualState
116461,Homologacion por grupo de cursos,22475,2016/05/03 22:23:16.000,2016/05/03 22:38:52.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,22475,SubProcessMultiInstance
116461,End,End,2016/05/03 22:38:52.000,2016/05/03 22:38:52.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116463,Start,Start,2016/05/03 22:02:06.000,2016/05/03 22:02:06.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116463,Traer informacion estudiante - banner,9761,2016/05/03 22:02:06.000,2016/05/03 22:02:06.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,9761,AutoState
116463,Radicar Solicitud Homologacion,9761,2016/05/03 22:02:10.000,2016/05/03 22:02:31.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,9761,ManualState
116463,Validar solicitud,1707,2016/05/03 22:24:04.000,2016/05/03 22:27:39.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,1707,ManualState
116463,Homologacion por grupo de cursos,15930,2016/05/04 14:35:23.000,2016/05/04 16:43:38.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,15930,SubProcessMultiInstance
116463,End,End,2016/05/04 16:43:38.000,2016/05/04 16:43:38.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116464,Start,Start,2016/05/03 22:39:08.000,2016/05/03 22:39:08.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116464,Traer informacion estudiante - banner,11557,2016/05/03 22:39:08.000,2016/05/03 22:39:08.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,11557,AutoState
116464,Radicar Solicitud Homologacion,11557,2016/05/03 22:39:10.000,2016/05/03 22:39:16.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,11557,ManualState
116464,Validar solicitud,186,2016/05/03 22:45:16.000,2016/05/03 23:12:30.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,186,ManualState
116464,Homologacion por grupo de cursos,6971,2016/05/10 04:13:16.000,2016/05/10 05:05:16.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,6971,SubProcessMultiInstance
116464,End,End,2016/05/10 05:05:16.000,2016/05/10 05:05:16.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116465,Start,Start,2016/05/03 23:30:46.000,2016/05/03 23:30:46.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116465,Traer informacion estudiante - banner,8428,2016/05/03 23:30:46.000,2016/05/03 23:30:46.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,8428,AutoState
116465,Radicar Solicitud Homologacion,8428,2016/05/03 23:30:48.000,2016/05/03 23:30:51.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,8428,ManualState
116465,Validar solicitud,19019,2016/05/03 23:34:29.000,2016/05/03 23:39:03.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,19019,ManualState
116465,Homologacion por grupo de cursos,1007,2016/05/04 18:09:28.000,2016/05/04 18:57:48.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1007,SubProcessMultiInstance
116465,End,End,2016/05/04 18:57:48.000,2016/05/04 18:57:48.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116466,Start,Start,2016/05/03 23:33:38.000,2016/05/03 23:33:38.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116466,Traer informacion estudiante - banner,9452,2016/05/03 23:33:38.000,2016/05/03 23:33:38.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,9452,AutoState
116466,Radicar Solicitud Homologacion,9452,2016/05/03 23:33:40.000,2016/05/03 23:33:51.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,9452,ManualState
116466,Validar solicitud,18929,2016/05/03 23:45:25.000,2016/05/04 00:55:39.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,18929,ManualState
116466,Homologacion por grupo de cursos,957,2016/05/17 21:02:47.000,2016/05/17 22:35:27.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,957,SubProcessMultiInstance
116466,End,End,2016/05/17 22:35:27.000,2016/05/17 22:35:27.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116501,Start,Start,2016/05/04 02:28:15.000,2016/05/04 02:28:15.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
116501,Traer informacion estudiante - banner,17379,2016/05/04 02:28:15.000,2016/05/04 02:28:15.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,17379,AutoState
116501,Radicar Solicitud Homologacion,17379,2016/05/04 02:28:21.000,2016/05/04 02:28:21.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,17379,ManualState
116501,Cancelar Solicitud,18929,2016/05/04 02:59:31.000,2016/05/04 04:07:31.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,18929,Event
116501,Notificacion estudiante cancelacion soli,18929,2016/05/17 21:05:46.000,2016/05/17 21:05:46.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,18929,AutoState
116501,End,End,2016/05/17 21:05:46.000,2016/05/17 21:05:46.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
116551,Start,Start,2016/05/04 15:05:47.000,2016/05/04 15:05:47.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116551,Traer informacion estudiante - banner,5714,2016/05/04 15:05:47.000,2016/05/04 15:05:47.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,5714,AutoState
116551,Radicar Solicitud Homologacion,5714,2016/05/04 15:05:54.000,2016/05/04 15:05:54.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,5714,ManualState
116551,Validar solicitud,659,2016/05/04 15:42:59.000,2016/05/04 15:43:19.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,659,ManualState
116551,Homologacion por grupo de cursos,1422,2016/05/04 16:20:53.000,2016/05/04 19:25:30.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1422,SubProcessMultiInstance
116551,End,End,2016/05/04 19:25:30.000,2016/05/04 19:25:30.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116601,Start,Start,2016/05/04 14:20:04.000,2016/05/04 14:20:04.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
116601,Traer informacion estudiante - banner,10716,2016/05/04 14:20:04.000,2016/05/04 14:20:04.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,10716,AutoState
116601,Radicar Solicitud Homologacion,10716,2016/05/04 14:20:12.000,2016/05/04 14:44:12.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,10716,ManualState
116601,Cancelar Solicitud,559,2016/05/09 17:39:51.000,2016/05/09 20:40:14.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,559,Event
116601,Notificacion estudiante cancelacion soli,559,2016/06/13 22:23:52.000,2016/06/13 22:23:52.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,559,AutoState
116601,End,End,2016/06/13 22:23:52.000,2016/06/13 22:23:52.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
116602,Start,Start,2016/05/04 15:20:20.000,2016/05/04 15:20:20.000,Variant 23,23,Fluxicon Disco,Variant 23,23,Start,complete,Start,Start
116602,Traer informacion estudiante - banner,11395,2016/05/04 15:20:20.000,2016/05/04 15:20:20.000,Variant 23,23,Fluxicon Disco,Variant 23,23,Traer informacion estudiante - banner,complete,11395,AutoState
116602,Radicar Solicitud Homologacion,11395,2016/05/04 15:20:22.000,2016/05/04 15:20:22.000,Variant 23,23,Fluxicon Disco,Variant 23,23,Radicar Solicitud Homologacion,complete,11395,ManualState
116602,Radicar Solicitud Homologacion,11395,2016/05/05 00:24:24.000,2016/05/05 02:01:59.000,Variant 23,23,Fluxicon Disco,Variant 23,23,Radicar Solicitud Homologacion,complete,11395,ManualState
116602,Notificacion estudiante cancelacion soli,1,2016/06/03 00:24:03.000,2016/06/03 00:24:03.000,Variant 23,23,Fluxicon Disco,Variant 23,23,Notificacion estudiante cancelacion soli,complete,1,AutoState
116602,End,End,2016/06/03 00:24:03.000,2016/06/03 00:24:03.000,Variant 23,23,Fluxicon Disco,Variant 23,23,End,complete,End,End
116604,Start,Start,2016/05/04 16:38:10.000,2016/05/04 16:38:10.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116604,Traer informacion estudiante - banner,22592,2016/05/04 16:38:10.000,2016/05/04 16:38:10.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,22592,AutoState
116604,Radicar Solicitud Homologacion,22592,2016/05/04 16:38:13.000,2016/05/04 16:38:29.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,22592,ManualState
116604,Validar solicitud,261,2016/05/04 16:54:14.000,2016/05/04 16:58:31.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,261,ManualState
116604,Homologacion por grupo de cursos,7355,2016/05/04 23:11:56.000,2016/05/05 01:55:03.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,7355,SubProcessMultiInstance
116604,End,End,2016/05/05 01:55:03.000,2016/05/05 01:55:03.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116607,Start,Start,2016/05/04 17:43:39.000,2016/05/04 17:43:39.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116607,Traer informacion estudiante - banner,4745,2016/05/04 17:43:39.000,2016/05/04 17:43:39.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,4745,AutoState
116607,Radicar Solicitud Homologacion,4745,2016/05/04 17:43:43.000,2016/05/04 17:45:59.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,4745,ManualState
116607,Validar solicitud,677,2016/05/04 20:25:38.000,2016/05/04 21:14:29.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,677,ManualState
116607,Homologacion por grupo de cursos,677,2016/05/13 22:51:59.000,2016/05/13 22:52:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,677,SubProcessMultiInstance
116607,End,End,2016/05/13 22:52:00.000,2016/05/13 22:52:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
116801,Start,Start,2016/05/04 23:10:25.000,2016/05/04 23:10:25.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
116801,Traer informacion estudiante - banner,3695,2016/05/04 23:10:25.000,2016/05/04 23:10:25.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,3695,AutoState
116801,Radicar Solicitud Homologacion,3695,2016/05/04 23:10:32.000,2016/05/04 23:10:44.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,3695,ManualState
