case_id,resource,role,activity,FixedCost,ResourceCost,Start_Time,End_Time,AssignedTime
757,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-04-17T12:29:31.123,2023-04-17T12:49:31.123,2023-04-17T12:29:31.123
757,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-04-17T12:49:31.123,2023-04-17T12:55:04.292,2023-04-17T12:49:31.123
755,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-04-17T12:36:35.725,2023-04-17T12:56:35.725,2023-04-17T12:36:35.725
756,Clerk-000006,Clerk,Check credit history,0.0,0.34,2023-04-17T12:37:38.361,2023-04-17T12:57:50.245,2023-04-17T12:37:38.361
759,Clerk-000004,Clerk,Check credit history,0.0,0.48,2023-04-17T12:37:42.074,2023-04-17T13:06:39.194,2023-04-17T12:37:42.074
755,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-04-17T12:56:35.725,2023-04-17T13:08:19.078,2023-04-17T12:56:35.725
757,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-04-17T12:55:04.292,2023-04-17T13:15:04.292,2023-04-17T12:55:04.292
756,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-04-17T12:37:38.361,2023-04-17T13:16:02.705,2023-04-17T12:37:38.361
759,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-17T12:37:42.074,2023-04-17T13:23:02.571,2023-04-17T12:37:42.074
754,Clerk-000002,Clerk,Reject application,0.0,0.17,2023-04-17T13:14:36.561,2023-04-17T13:24:36.561,2023-04-17T13:14:36.561
760,Clerk-000005,Clerk,Check application form completeness,0.0,0.42,2023-04-17T13:00:00.000,2023-04-17T13:25:10.980,2023-04-17T13:00:00.000
760,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-17T13:25:10.980,2023-04-17T13:25:51.849,2023-04-17T13:25:10.980
755,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-04-17T13:08:19.078,2023-04-17T13:28:19.078,2023-04-17T13:08:19.078
760,Clerk-000003,Clerk,Check credit history,0.0,0.11,2023-04-17T13:25:10.980,2023-04-17T13:31:50.976,2023-04-17T13:25:10.980
752,Clerk-000001,Clerk,Cancel application,0.0,0.08,2023-04-17T13:28:23.485,2023-04-17T13:33:23.485,2023-04-17T13:28:23.485
756,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-04-17T13:16:02.705,2023-04-17T13:36:02.705,2023-04-17T13:16:02.705
758,Applicant-000001,Applicant,Applicant completes form,0.0,0.0,2023-04-17T12:37:09.633,2023-04-17T13:37:09.633,2023-04-17T12:37:09.633
761,Clerk-000007,Clerk,Check application form completeness,0.0,0.14,2023-04-17T13:30:00.000,2023-04-17T13:38:35.678,2023-04-17T13:30:00.000
760,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-04-17T13:25:10.980,2023-04-17T13:38:50.219,2023-04-17T13:25:10.980
761,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-04-17T13:38:35.678,2023-04-17T13:41:20.675,2023-04-17T13:38:35.678
759,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-04-17T13:23:02.571,2023-04-17T13:43:02.571,2023-04-17T13:23:02.571
758,Clerk-000008,Clerk,Check application form completeness,0.0,0.15,2023-04-17T13:37:09.633,2023-04-17T13:46:00.084,2023-04-17T13:37:09.633
756,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-04-17T13:36:02.705,2023-04-17T13:49:08.405,2023-04-17T13:36:02.705
758,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-04-17T13:46:00.084,2023-04-17T13:55:51.559,2023-04-17T13:46:00.084
760,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-04-17T13:38:50.219,2023-04-17T13:58:50.219,2023-04-17T13:38:50.219
758,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-17T13:46:00.084,2023-04-17T14:02:46.243,2023-04-17T13:46:00.084
761,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-17T13:38:35.678,2023-04-17T14:05:24.997,2023-04-17T13:38:35.678
758,Clerk-000004,Clerk,Check credit history,0.0,0.34,2023-04-17T13:46:00.084,2023-04-17T14:06:30.994,2023-04-17T13:46:00.084
756,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-04-17T13:49:08.405,2023-04-17T14:09:08.405,2023-04-17T13:49:08.405
760,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2023-04-17T13:58:50.219,2023-04-17T14:16:08.753,2023-04-17T13:58:50.219
762,Clerk-000002,Clerk,Check application form completeness,0.0,0.31,2023-04-17T14:00:00.000,2023-04-17T14:18:43.687,2023-04-17T14:00:00.000
757,Clerk-000005,Clerk,Approve application,0.0,0.08,2023-04-17T14:15:04.292,2023-04-17T14:20:04.292,2023-04-17T14:15:04.292
761,Clerk-000006,Clerk,Check credit history,0.0,0.74,2023-04-17T13:38:35.678,2023-04-17T14:22:59.163,2023-04-17T13:38:35.678
762,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-04-17T14:18:43.687,2023-04-17T14:23:40.219,2023-04-17T14:18:43.687
758,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-04-17T14:06:30.994,2023-04-17T14:26:30.994,2023-04-17T14:06:30.994
755,Clerk-000001,Clerk,Approve application,0.0,0.08,2023-04-17T14:28:19.078,2023-04-17T14:33:19.078,2023-04-17T14:28:19.078
762,Clerk-000003,Clerk,Check credit history,0.0,0.26,2023-04-17T14:18:43.687,2023-04-17T14:34:18.431,2023-04-17T14:18:43.687
760,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-04-17T14:16:08.753,2023-04-17T14:36:08.753,2023-04-17T14:16:08.753
761,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-04-17T14:22:59.163,2023-04-17T14:42:59.163,2023-04-17T14:22:59.163
762,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-04-17T14:18:43.687,2023-04-17T14:52:20.568,2023-04-17T14:18:43.687
759,Clerk-000008,Clerk,Reject application,0.0,0.17,2023-04-17T14:43:02.571,2023-04-17T14:53:02.571,2023-04-17T14:43:02.571
763,Clerk-000007,Clerk,Check application form completeness,0.0,0.65,2023-04-17T14:30:00.000,2023-04-17T15:08:55.503,2023-04-17T14:30:00.000
762,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-04-17T14:52:20.568,2023-04-17T15:12:20.568,2023-04-17T14:52:20.568
763,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-17T15:08:55.503,2023-04-17T15:13:08.404,2023-04-17T15:08:55.503
756,Clerk-000005,Clerk,Approve application,0.0,0.08,2023-04-17T15:09:08.405,2023-04-17T15:14:08.405,2023-04-17T15:09:08.405
762,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2023-04-17T15:12:20.568,2023-04-17T15:14:24.224,2023-04-17T15:12:20.568
763,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-17T15:08:55.503,2023-04-17T15:14:25.273,2023-04-17T15:08:55.503
764,Clerk-000004,Clerk,Check application form completeness,0.0,0.39,2023-04-17T15:00:00.000,2023-04-17T15:23:25.505,2023-04-17T15:00:00.000
762,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-04-17T15:14:24.224,2023-04-17T15:34:24.224,2023-04-17T15:14:24.224
758,Clerk-000001,Clerk,Reject application,0.0,0.17,2023-04-17T15:26:30.994,2023-04-17T15:36:30.994,2023-04-17T15:26:30.994
764,Clerk-000006,Clerk,Check credit history,0.0,0.25,2023-04-17T15:23:25.505,2023-04-17T15:38:20.030,2023-04-17T15:23:25.505
764,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-04-17T15:23:25.505,2023-04-17T15:38:41.435,2023-04-17T15:23:25.505
760,Clerk-000008,Clerk,Approve application,0.0,0.08,2023-04-17T15:36:08.753,2023-04-17T15:41:08.753,2023-04-17T15:36:08.753
764,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-04-17T15:23:25.505,2023-04-17T15:44:06.195,2023-04-17T15:23:25.505
761,Clerk-000007,Clerk,Reject application,0.0,0.17,2023-04-17T15:42:59.163,2023-04-17T15:52:59.163,2023-04-17T15:42:59.163
765,Clerk-000003,Clerk,Check application form completeness,0.0,0.39,2023-04-17T15:30:00.000,2023-04-17T15:53:13.726,2023-04-17T15:30:00.000
765,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-17T15:53:13.726,2023-04-18T08:01:33.997,2023-04-17T15:53:13.726
763,Clerk-000002,Clerk,Check credit history,0.0,0.91,2023-04-17T15:08:55.503,2023-04-18T08:03:32.459,2023-04-17T15:08:55.503
764,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-04-17T15:44:06.195,2023-04-18T08:04:06.195,2023-04-17T15:44:06.195
762,Clerk-000001,Clerk,Approve application,0.0,0.08,2023-04-18T08:00:00.000,2023-04-18T08:05:00.000,2023-04-17T16:34:24.224
766,Clerk-000004,Clerk,Check application form completeness,0.0,0.14,2023-04-18T08:00:00.000,2023-04-18T08:08:16.684,2023-04-17T16:00:00.000
765,Clerk-000005,Clerk,Check credit history,0.0,0.31,2023-04-17T15:53:13.726,2023-04-18T08:11:43.293,2023-04-17T15:53:13.726
764,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-04-18T08:04:06.195,2023-04-18T08:14:07.528,2023-04-18T08:04:06.195
766,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-04-18T08:08:16.684,2023-04-18T08:15:23.722,2023-04-18T08:08:16.684
765,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-17T15:53:13.726,2023-04-18T08:21:04.316,2023-04-17T15:53:13.726
763,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T08:03:32.459,2023-04-18T08:23:32.459,2023-04-18T08:03:32.459
763,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-04-18T08:23:32.459,2023-04-18T08:26:13.857,2023-04-18T08:23:32.459
764,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-04-18T08:14:07.528,2023-04-18T08:34:07.528,2023-04-18T08:14:07.528
767,Clerk-000008,Clerk,Check application form completeness,0.0,0.07,2023-04-18T08:30:00.000,2023-04-18T08:34:09.469,2023-04-18T08:30:00.000
766,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-04-18T08:08:16.684,2023-04-18T08:37:58.389,2023-04-18T08:08:16.684
765,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T08:21:04.316,2023-04-18T08:41:04.316,2023-04-18T08:21:04.316
765,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-04-18T08:41:04.316,2023-04-18T08:42:38.740,2023-04-18T08:41:04.316
767,Clerk-000007,Clerk,Check credit history,0.0,0.19,2023-04-18T08:34:09.469,2023-04-18T08:45:45.279,2023-04-18T08:34:09.469
763,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-04-18T08:26:13.857,2023-04-18T08:46:13.857,2023-04-18T08:26:13.857
767,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-18T08:34:09.469,2023-04-18T08:57:51.081,2023-04-18T08:34:09.469
768,Clerk-000003,Clerk,Check application form completeness,0.0,0.01,2023-04-18T09:00:00.000,2023-04-18T09:00:24.596,2023-04-18T09:00:00.000
768,Clerk-000002,Clerk,Check credit history,0.0,0.01,2023-04-18T09:00:24.596,2023-04-18T09:00:58.413,2023-04-18T09:00:24.596
765,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-04-18T08:42:38.740,2023-04-18T09:02:38.740,2023-04-18T08:42:38.740
766,Clerk-000006,Clerk,Check credit history,0.0,1.07,2023-04-18T08:08:16.684,2023-04-18T09:12:20.273,2023-04-18T08:08:16.684
768,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-04-18T09:00:24.596,2023-04-18T09:20:44.371,2023-04-18T09:00:24.596
768,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-04-18T09:00:24.596,2023-04-18T09:22:23.019,2023-04-18T09:00:24.596
766,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T09:12:20.273,2023-04-18T09:32:20.273,2023-04-18T09:12:20.273
767,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-18T08:34:09.469,2023-04-18T09:37:36.856,2023-04-18T08:34:09.469
764,Clerk-000004,Clerk,Cancel application,0.0,0.08,2023-04-18T09:34:07.528,2023-04-18T09:39:07.528,2023-04-18T09:34:07.528
768,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T09:22:23.019,2023-04-18T09:42:23.019,2023-04-18T09:22:23.019
763,Clerk-000005,Clerk,Cancel application,0.0,0.08,2023-04-18T09:46:13.857,2023-04-18T09:51:13.857,2023-04-18T09:46:13.857
767,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T09:37:36.856,2023-04-18T09:57:36.856,2023-04-18T09:37:36.856
765,Clerk-000007,Clerk,Cancel application,0.0,0.08,2023-04-18T10:02:38.740,2023-04-18T10:07:38.740,2023-04-18T10:02:38.740
770,Clerk-000008,Clerk,Check application form completeness,0.0,0.17,2023-04-18T10:00:00.000,2023-04-18T10:10:02.239,2023-04-18T10:00:00.000
770,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-18T10:10:02.239,2023-04-18T10:11:23.166,2023-04-18T10:10:02.239
767,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-04-18T09:57:36.856,2023-04-18T10:12:32.923,2023-04-18T09:57:36.856
769,Clerk-000001,Clerk,Check application form completeness,0.0,0.97,2023-04-18T09:30:00.000,2023-04-18T10:28:09.154,2023-04-18T09:30:00.000
769,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-04-18T10:28:09.154,2023-04-18T10:31:13.742,2023-04-18T10:28:09.154
769,Clerk-000002,Clerk,Check credit history,0.0,0.05,2023-04-18T10:28:09.154,2023-04-18T10:31:23.904,2023-04-18T10:28:09.154
767,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-04-18T10:12:32.923,2023-04-18T10:32:32.923,2023-04-18T10:12:32.923
770,Clerk-000003,Clerk,Check credit history,0.0,0.51,2023-04-18T10:10:02.239,2023-04-18T10:40:23.079,2023-04-18T10:10:02.239
766,Clerk-000004,Clerk,Reject application,0.0,0.17,2023-04-18T10:32:20.273,2023-04-18T10:42:20.273,2023-04-18T10:32:20.273
769,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-18T10:28:09.154,2023-04-18T10:45:30.461,2023-04-18T10:28:09.154
768,Clerk-000005,Clerk,Reject application,0.0,0.17,2023-04-18T10:42:23.019,2023-04-18T10:52:23.019,2023-04-18T10:42:23.019
771,Clerk-000006,Clerk,Check application form completeness,0.0,0.4,2023-04-18T10:30:00.000,2023-04-18T10:54:16.513,2023-04-18T10:30:00.000
771,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-18T10:54:16.513,2023-04-18T11:05:12.902,2023-04-18T10:54:16.513
769,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T10:45:30.461,2023-04-18T11:05:30.461,2023-04-18T10:45:30.461
772,Clerk-000008,Clerk,Check application form completeness,0.0,0.24,2023-04-18T11:00:00.000,2023-04-18T11:14:37.631,2023-04-18T11:00:00.000
771,Clerk-000007,Clerk,Check credit history,0.0,0.36,2023-04-18T10:54:16.513,2023-04-18T11:15:48.099,2023-04-18T10:54:16.513
772,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-04-18T11:14:37.631,2023-04-18T11:25:39.411,2023-04-18T11:14:37.631
773,Clerk-000002,Clerk,Check application form completeness,0.0,0.01,2023-04-18T11:30:00.000,2023-04-18T11:30:22.778,2023-04-18T11:30:00.000
770,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-04-18T10:10:02.239,2023-04-18T11:31:33.372,2023-04-18T10:10:02.239
771,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-18T10:54:16.513,2023-04-18T11:33:32.222,2023-04-18T10:54:16.513
767,Clerk-000004,Clerk,Cancel application,0.0,0.08,2023-04-18T11:32:32.923,2023-04-18T11:37:32.923,2023-04-18T11:32:32.923
772,Clerk-000001,Clerk,Check credit history,0.0,0.41,2023-04-18T11:14:37.631,2023-04-18T11:39:11.213,2023-04-18T11:14:37.631
770,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T11:31:33.372,2023-04-18T11:51:33.372,2023-04-18T11:31:33.372
771,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T11:33:32.222,2023-04-18T11:53:32.222,2023-04-18T11:33:32.222
770,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-04-18T11:51:33.372,2023-04-18T11:53:54.180,2023-04-18T11:51:33.372
773,Clerk-000003,Clerk,Check credit history,0.0,0.41,2023-04-18T11:30:22.778,2023-04-18T11:55:13.201,2023-04-18T11:30:22.778
773,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-04-18T11:30:22.778,2023-04-18T11:55:33.637,2023-04-18T11:30:22.778
771,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-04-18T11:53:32.222,2023-04-18T12:00:33.921,2023-04-18T11:53:32.222
773,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-04-18T11:31:33.372,2023-04-18T12:08:52.739,2023-04-18T11:30:22.778
774,Clerk-000005,Clerk,Check application form completeness,0.0,0.22,2023-04-18T12:00:00.000,2023-04-18T12:13:09.819,2023-04-18T12:00:00.000
770,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-04-18T11:53:54.180,2023-04-18T12:13:54.180,2023-04-18T11:53:54.180
769,Clerk-000006,Clerk,Reject application,0.0,0.17,2023-04-18T12:05:30.461,2023-04-18T12:15:30.461,2023-04-18T12:05:30.461
771,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-04-18T12:00:33.921,2023-04-18T12:20:33.921,2023-04-18T12:00:33.921
774,Clerk-000008,Clerk,Check credit history,0.0,0.25,2023-04-18T12:13:09.819,2023-04-18T12:27:52.398,2023-04-18T12:13:09.819
773,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T12:08:52.739,2023-04-18T12:28:52.739,2023-04-18T12:08:52.739
772,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-18T11:14:37.631,2023-04-18T12:41:56.627,2023-04-18T11:14:37.631
774,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-04-18T12:13:09.819,2023-04-18T12:44:25.572,2023-04-18T12:13:09.819
772,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T12:41:56.627,2023-04-18T13:01:56.627,2023-04-18T12:41:56.627
774,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-18T12:13:09.819,2023-04-18T13:05:22.822,2023-04-18T12:13:09.819
776,Clerk-000002,Clerk,Check application form completeness,0.0,0.22,2023-04-18T13:00:00.000,2023-04-18T13:13:15.290,2023-04-18T13:00:00.000
770,Clerk-000001,Clerk,Cancel application,0.0,0.08,2023-04-18T13:13:54.180,2023-04-18T13:18:54.180,2023-04-18T13:13:54.180
774,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T13:05:22.822,2023-04-18T13:25:22.822,2023-04-18T13:05:22.822
771,Clerk-000003,Clerk,Cancel application,0.0,0.08,2023-04-18T13:20:33.921,2023-04-18T13:25:33.921,2023-04-18T13:20:33.921
774,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-04-18T13:25:22.822,2023-04-18T13:26:34.317,2023-04-18T13:25:22.822
775,Clerk-000007,Clerk,Check application form completeness,0.0,1.07,2023-04-18T12:30:00.000,2023-04-18T13:34:08.327,2023-04-18T12:30:00.000
776,Clerk-000004,Clerk,Check credit history,0.0,0.37,2023-04-18T13:13:15.290,2023-04-18T13:35:23.788,2023-04-18T13:13:15.290
775,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-18T13:34:08.327,2023-04-18T13:36:59.404,2023-04-18T13:34:08.327
773,Clerk-000005,Clerk,Reject application,0.0,0.17,2023-04-18T13:28:52.739,2023-04-18T13:38:52.739,2023-04-18T13:28:52.739
774,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-04-18T13:26:34.317,2023-04-18T13:46:34.317,2023-04-18T13:26:34.317
775,Clerk-000008,Clerk,Check credit history,0.0,0.24,2023-04-18T13:34:08.327,2023-04-18T13:48:49.197,2023-04-18T13:34:08.327
776,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-04-18T13:13:15.290,2023-04-18T13:55:45.081,2023-04-18T13:13:15.290
776,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-18T13:13:15.290,2023-04-18T13:57:15.426,2023-04-18T13:13:15.290
777,Clerk-000006,Clerk,Check application form completeness,0.0,0.54,2023-04-18T13:30:00.000,2023-04-18T14:02:27.201,2023-04-18T13:30:00.000
775,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-04-18T13:34:08.327,2023-04-18T14:07:08.468,2023-04-18T13:34:08.327
777,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-18T14:02:27.201,2023-04-18T14:10:55.712,2023-04-18T14:02:27.201
772,Clerk-000001,Clerk,Reject application,0.0,0.17,2023-04-18T14:01:56.627,2023-04-18T14:11:56.627,2023-04-18T14:01:56.627
777,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-18T14:02:27.201,2023-04-18T14:15:01.578,2023-04-18T14:02:27.201
776,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T13:57:15.426,2023-04-18T14:17:15.426,2023-04-18T13:57:15.426
776,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-04-18T14:17:15.426,2023-04-18T14:17:37.610,2023-04-18T14:17:15.426
775,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T14:07:08.468,2023-04-18T14:27:08.468,2023-04-18T14:07:08.468
779,Clerk-000007,Clerk,Check application form completeness,0.0,0.01,2023-04-18T14:30:00.000,2023-04-18T14:30:35.294,2023-04-18T14:30:00.000
779,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-04-18T14:30:35.294,2023-04-18T14:34:43.134,2023-04-18T14:30:35.294
777,Clerk-000003,Clerk,Check credit history,0.0,0.55,2023-04-18T14:02:27.201,2023-04-18T14:35:41.714,2023-04-18T14:02:27.201
776,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-04-18T14:17:37.610,2023-04-18T14:37:37.610,2023-04-18T14:17:37.610
778,Clerk-000002,Clerk,Check application form completeness,0.0,0.67,2023-04-18T14:00:00.000,2023-04-18T14:40:13.251,2023-04-18T14:00:00.000
778,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-18T14:40:13.251,2023-04-18T14:40:16.404,2023-04-18T14:40:13.251
774,Clerk-000008,Clerk,Cancel application,0.0,0.08,2023-04-18T14:46:34.317,2023-04-18T14:51:34.317,2023-04-18T14:46:34.317
777,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T14:35:41.714,2023-04-18T14:55:41.714,2023-04-18T14:35:41.714
778,Clerk-000005,Clerk,Check credit history,0.0,0.3,2023-04-18T14:40:13.251,2023-04-18T14:58:15.300,2023-04-18T14:40:13.251
777,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-04-18T14:55:41.714,2023-04-18T14:58:31.022,2023-04-18T14:55:41.714
780,Clerk-000006,Clerk,Check application form completeness,0.0,0.18,2023-04-18T15:00:00.000,2023-04-18T15:11:03.047,2023-04-18T15:00:00.000
778,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-18T14:40:13.251,2023-04-18T15:11:20.716,2023-04-18T14:40:13.251
780,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-18T15:11:03.047,2023-04-18T15:12:18.753,2023-04-18T15:11:03.047
779,Clerk-000004,Clerk,Check credit history,0.0,0.7,2023-04-18T14:30:35.294,2023-04-18T15:12:26.207,2023-04-18T14:30:35.294
780,Clerk-000001,Clerk,Check credit history,0.0,0.1,2023-04-18T15:11:03.047,2023-04-18T15:17:16.547,2023-04-18T15:11:03.047
777,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-04-18T14:58:31.022,2023-04-18T15:18:31.022,2023-04-18T14:58:31.022
779,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-04-18T14:30:35.294,2023-04-18T15:27:56.194,2023-04-18T14:30:35.294
778,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T15:11:20.716,2023-04-18T15:31:20.716,2023-04-18T15:11:20.716
775,Clerk-000007,Clerk,Reject application,0.0,0.17,2023-04-18T15:27:08.468,2023-04-18T15:37:08.468,2023-04-18T15:27:08.468
781,Clerk-000003,Clerk,Check application form completeness,0.0,0.19,2023-04-18T15:30:00.000,2023-04-18T15:41:33.636,2023-04-18T15:30:00.000
776,Clerk-000002,Clerk,Cancel application,0.0,0.08,2023-04-18T15:37:37.610,2023-04-18T15:42:37.610,2023-04-18T15:37:37.610
779,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-04-18T15:27:56.194,2023-04-18T15:47:56.194,2023-04-18T15:27:56.194
781,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-18T15:41:33.636,2023-04-18T15:53:39.506,2023-04-18T15:41:33.636
778,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-04-18T15:31:20.716,2023-04-18T15:54:22.952,2023-04-18T15:31:20.716
779,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-04-18T15:47:56.194,2023-04-19T08:01:07.810,2023-04-18T15:47:56.194
777,Clerk-000006,Clerk,Approve application,0.0,0.08,2023-04-19T08:00:00.000,2023-04-19T08:05:00.000,2023-04-18T16:18:31.022
778,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-04-18T15:54:22.952,2023-04-19T08:14:22.952,2023-04-18T15:54:22.952
780,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-04-18T15:11:03.047,2023-04-19T08:18:25.853,2023-04-18T15:11:03.047
779,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-04-19T08:01:07.810,2023-04-19T08:21:07.810,2023-04-19T08:01:07.810
780,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-04-19T08:18:25.853,2023-04-19T08:38:25.853,2023-04-19T08:18:25.853
783,Clerk-000004,Clerk,Check application form completeness,0.0,0.21,2023-04-19T08:30:00.000,2023-04-19T08:42:41.302,2023-04-19T08:30:00.000
781,Clerk-000008,Clerk,Check credit history,0.0,1.07,2023-04-18T15:41:33.636,2023-04-19T08:45:31.468,2023-04-18T15:41:33.636
781,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-04-18T15:41:33.636,2023-04-19T08:50:48.944,2023-04-18T15:41:33.636
783,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-04-19T08:42:41.302,2023-04-19T08:53:07.145,2023-04-19T08:42:41.302
